cores,threads,width,height,time
213,1,10000,10000,0.930818
214,1,10000,10000,0.942918
215,1,10000,10000,0.919805
216,1,10000,10000,0.931214
217,1,10000,10000,0.919862
218,1,10000,10000,0.928076
219,1,10000,10000,0.924119
220,1,10000,10000,0.920731
221,1,10000,10000,0.907888
222,1,10000,10000,0.916450
223,1,10000,10000,0.882284
224,1,10000,10000,0.916950
225,1,10000,10000,0.877267
226,1,10000,10000,0.879150
227,1,10000,10000,0.893913
228,1,10000,10000,0.894698
229,1,10000,10000,0.894057
230,1,10000,10000,0.877524
231,1,10000,10000,0.877315
232,1,10000,10000,0.884485
233,1,10000,10000,0.881497
234,1,10000,10000,0.883586
235,1,10000,10000,0.855112
236,1,10000,10000,0.847637
237,1,10000,10000,0.851455
238,1,10000,10000,0.859080
239,1,10000,10000,0.868460
240,1,10000,10000,0.864349
241,1,10000,10000,0.832868
242,1,10000,10000,0.836996
243,1,10000,10000,0.853700
244,1,10000,10000,0.855769
245,1,10000,10000,0.819265
246,1,10000,10000,0.850610
247,1,10000,10000,0.834821
248,1,10000,10000,0.842764
249,1,10000,10000,0.828643
250,1,10000,10000,0.839011
251,1,10000,10000,0.841347
252,1,10000,10000,0.846761
253,1,10000,10000,0.823084
254,1,10000,10000,0.829901
255,1,10000,10000,0.828708
256,1,10000,10000,0.828137
